,pos_amount_max_1mb,pos_amount_max_2mb,pos_amount_max_3mb,pos_amount_min_1mb,pos_amount_min_2mb,pos_amount_min_3mb,pos_amount_avg_1mb,pos_amount_avg_2mb,pos_amount_avg_3mb,pos_count_1mb,pos_count_2mb,pos_count_3mb,neg_amount_avg_1mb,neg_amount_avg_2mb,neg_amount_avg_3mb,neg_amount_max_1mb,neg_amount_max_2mb,neg_amount_max_3mb,neg_amount_min_1mb,neg_amount_min_2mb,neg_amount_min_3mb,neg_count_1mb,neg_count_2mb,neg_count_3mb,balance_avg_1mb,balance_avg_2mb,balance_avg_3mb,balance_min_1mb,balance_min_2mb,balance_min_3mb,balance_max_1mb,balance_max_2mb,balance_max_3mb,age,gender,A4,A5,A6,A7,A11,A13,A14,A16,has_card,permonth,amount,ndisp,class
2417,26015.0,39022.0,26015.0,221.6,316.1,302.8,13118.3,19669.05,13158.9,2.0,2.0,2.0,-5092.5,-10112.4,-20300.0,-30.0,-30.0,-20300.0,-9100.0,-20400.0,-20300.0,10.0,5.0,1.0,52175.125806451586,72672.14193548389,69407.76,36760.4,54779.3,48861.5,63955.4,93801.3,75179.3,45.558904109589044,0,103347,87,16,7,9104,2.07,123,2354,0,4336.0,156096.0,1,0
2449,15139.0,15139.0,15139.0,80.5,75.5,101.6,3607.5800000000004,3575.3599999999997,3289.94,5.0,5.0,5.0,-4904.866666666667,-5871.533333333333,-5422.92,-14.6,-14.6,-14.6,-12400.0,-15000.0,-18000.0,3.0,3.0,5.0,30256.809677419355,21644.344827586207,26984.18064516128,24282.6,11505.8,17670.7,42007.0,26644.8,35670.7,57.057534246575344,1,103347,87,16,7,9104,2.07,123,2354,0,2523.0,30276.0,1,1
2450,41546.0,43782.0,4100.0,280.2,185.2,136.0,23696.55,19636.55,2118.0,4.0,4.0,2.0,-12861.95,-3424.9199999999996,-3184.65,-14.6,-14.6,-14.6,-59200.0,-5856.0,-5856.0,8.0,5.0,4.0,67267.83999999997,43531.52258064517,32442.680000000015,38396.4,13848.8,29337.4,112520.4,92395.0,39476.0,46.794520547945204,0,103347,87,16,7,9104,2.07,123,2354,0,3198.0,191880.0,1,0
2451,11424.0,17136.0,11424.0,68.1,82.1,80.2,3997.366666666667,6506.033333333333,5752.1,3.0,3.0,2.0,-3796.12,-4115.15,-3924.12,-14.6,-14.6,-14.6,-10500.0,-8500.0,-10000.0,5.0,4.0,5.0,15673.290322580646,19411.532258064515,20297.453333333346,8187.5,13370.0,12586.4,19627.5,28060.0,24686.4,48.345205479452055,1,103347,87,16,7,9104,2.07,123,2354,0,9736.0,116832.0,2,0
2491,48627.0,37325.0,30453.0,284.7,304.3,327.7,24455.85,24866.433333333334,15390.35,2.0,3.0,2.0,-10109.92,-14769.920000000002,-11662.4,-14.6,-14.6,-14.6,-28900.0,-32900.0,-30300.0,5.0,5.0,4.0,68405.90322580643,77114.68999999999,78390.32903225812,43600.9,59386.2,59073.1,92227.9,96711.2,96173.1,28.542465753424658,0,58400,65,16,4,8620,1.25,100,1117,0,5682.0,136368.0,1,0
2492,15.5,8300.0,3200.0,15.5,45.0,113.1,15.5,4172.5,1656.55,1.0,2.0,2.0,-2140.5333333333333,-2788.7200000000003,-3654.825,-4.6,-14.6,-14.6,-6395.0,-7500.0,-8600.0,6.0,5.0,8.0,3361.4225806451664,10928.780000000006,27008.40967741937,-714.9,3778.7,17609.3,12109.1,17707.7,43633.3,47.986301369863014,1,58400,65,16,4,8620,1.25,100,1117,0,7240.0,260640.0,1,1
2533,10097.0,125.4,42017.0,123.9,125.4,197.7,3640.2999999999997,125.4,17978.899999999998,3.0,1.0,3.0,-2507.3,-8453.65,-6750.719999999999,-14.6,-14.6,-14.6,-5000.0,-18300.0,-13200.0,2.0,4.0,5.0,29939.22999999999,28940.49354838711,46643.11785714284,22037.1,26226.3,25004.2,32258.0,60040.9,67021.2,36.010958904109586,0,87419,21,11,4,8624,2.66,102,3198,0,4085.0,196080.0,1,0
2534,6457.0,6457.0,6457.0,110.3,100.0,110.3,3222.433333333333,2219.7000000000003,3283.65,3.0,3.0,2.0,-1839.5333333333335,-1979.65,-1779.65,-14.6,-14.6,-14.6,-4304.0,-4304.0,-4304.0,3.0,4.0,4.0,26558.186666666665,24402.893548387096,26543.35483870969,23717.1,23162.0,24866.3,30159.5,29619.0,31970.3,46.391780821917806,1,87419,21,11,4,8624,2.66,102,3198,0,1653.0,79344.0,1,0
2535,37346.0,56019.0,37346.0,217.9,237.6,153.3,12596.333333333334,18831.399999999998,12550.866666666669,3.0,3.0,3.0,-9085.119999999999,-9005.119999999999,-7131.4,-14.6,-14.6,-14.6,-13711.0,-21000.0,-13711.0,5.0,5.0,4.0,54111.8483870968,56787.08666666665,37379.490322580634,36569.8,25101.2,11374.1,73915.8,81120.2,48720.1,49.57260273972603,1,87419,21,11,4,8624,2.66,102,3198,0,6224.0,74688.0,2,0
2537,6616.0,6616.0,9924.0,51.3,49.4,62.5,2655.766666666667,2855.133333333333,4993.25,3.0,3.0,2.0,-2141.5333333333333,-2341.15,-2200.92,-14.6,-14.6,-14.6,-4410.0,-4410.0,-4410.0,3.0,4.0,5.0,13829.021428571428,11965.370967741932,17013.180645161297,11888.5,9953.6,12639.7,18504.5,16063.6,23629.7,36.36986301369863,1,87419,21,11,4,8624,2.66,102,3198,0,1848.0,88704.0,2,0
2556,91.1,17246.0,39558.0,91.1,156.6,148.6,91.1,8701.3,13535.533333333333,1.0,2.0,3.0,-965.8000000000001,-4973.4,-2561.7,-14.6,-14.6,-14.6,-2500.0,-22300.0,-8233.0,7.0,9.0,8.0,21594.33548387098,37738.125806451615,35685.97000000001,20473.9,27077.9,23118.8,24719.9,66579.9,62676.8,46.6986301369863,1,122603,25,21,6,8991,2.01,128,5273,0,3021.0,72504.0,1,0
2558,32662.0,25653.0,20384.0,192.5,142.4,225.6,16427.25,11398.800000000001,10304.8,2.0,3.0,2.0,-8153.65,-5704.866666666666,-8334.72,-14.6,-14.6,-14.6,-12600.0,-8800.0,-18400.0,4.0,3.0,5.0,40162.819354838706,36280.99000000003,51306.245161290346,20545.5,27364.8,35852.8,53400.0,53160.1,67311.8,54.43287671232877,0,122603,25,21,6,8991,2.01,128,5273,0,7984.0,95808.0,1,0
2575,10838.0,16257.0,10838.0,96.2,106.2,84.7,5511.400000000001,5787.733333333334,6040.900000000001,3.0,3.0,3.0,-2666.6222222222223,-3003.92,-2413.2000000000003,-14.6,-14.6,-14.6,-3800.0,-4100.0,-3716.0,9.0,5.0,3.0,22944.212903225805,25576.838709677435,20624.340000000004,16085.0,21288.4,10405.2,36710.0,38545.4,28443.2,43.912328767123284,1,122603,25,21,6,8991,2.01,128,5273,0,4051.0,97224.0,2,0
2577,14342.0,14342.0,21513.0,129.8,142.2,159.8,7235.9,7242.1,10836.4,2.0,2.0,2.0,-4470.766666666666,-3287.433333333333,-2246.3714285714286,-14.6,-14.6,-14.6,-10400.0,-12100.0,-7200.0,6.0,6.0,7.0,30437.919354838694,33104.99677419353,37749.58,23612.7,25953.1,24904.9,37954.7,40295.1,46417.9,23.76164383561644,1,122603,25,21,6,8991,2.01,128,5273,0,633.0,15192.0,1,0
2578,13370.0,5500.0,5768.0,86.4,77.8,192.4,8252.133333333333,2788.9,2980.2,3.0,2.0,2.0,-3123.4,-5737.15,-6462.92,-14.6,-14.6,-14.6,-5000.0,-8900.0,-10700.0,4.0,4.0,5.0,21001.73870967741,17555.970967741927,42812.86,9303.1,9239.8,26496.0,29873.1,26673.8,58796.0,45.14794520547945,1,122603,25,21,6,8991,2.01,128,5273,0,7281.0,174744.0,1,1
2579,13452.0,44060.0,45628.0,177.4,200.2,223.0,6814.7,16473.8,19850.0,2.0,4.0,3.0,-7184.666666666667,-6430.285714285715,-4042.8571428571427,-100.0,-100.0,-100.0,-24400.0,-14700.0,-11567.0,9.0,7.0,7.0,42513.27741935481,48012.329032258065,53294.430000000015,21106.2,13173.0,26035.1,70568.2,78968.2,84667.1,48.40821917808219,1,122603,25,21,6,8991,2.01,128,5273,0,4110.0,49320.0,1,1
2580,24126.0,16084.0,16084.0,155.9,186.5,201.9,12140.95,8135.25,8142.95,2.0,2.0,2.0,-7153.65,-4253.65,-4378.65,-14.6,-14.6,-14.6,-22300.0,-13900.0,-13200.0,4.0,4.0,4.0,42282.67666666669,45820.26774193547,48998.67666666668,33942.3,38244.4,38973.1,62542.3,55244.4,56473.1,22.28219178082192,1,122603,25,21,6,8991,2.01,128,5273,0,529.0,19044.0,1,0
2596,45690.0,39299.0,147.9,66.4,110.1,147.9,22878.2,13504.775,147.9,2.0,4.0,1.0,-5343.0,-6885.660000000001,-2828.65,-0.4,-14.6,-14.6,-14400.0,-17942.0,-6300.0,5.0,10.0,4.0,14921.471428571434,26050.335483870982,34956.480645161275,-974.6,-679.1,30629.6,44715.4,38619.9,41929.6,23.73972602739726,1,88757,60,33,3,8554,2.68,113,2218,0,2077.0,99696.0,1,1
2626,15245.0,15245.0,15245.0,104.2,86.2,70.7,7116.400000000001,6910.400000000001,7657.85,3.0,3.0,2.0,-2483.8571428571427,-2264.5,-2483.8571428571427,-30.0,-30.0,-30.0,-4520.0,-4520.0,-4520.0,7.0,6.0,7.0,24398.987096774203,20397.006666666668,16825.651612903228,10179.4,4835.2,7306.5,29424.4,25480.2,22551.5,46.5972602739726,1,88757,60,33,3,8554,2.68,113,2218,0,2541.0,152460.0,1,0
2646,13957.0,9200.0,15629.0,50.2,46.2,45.8,9269.066666666668,4623.1,8224.95,3.0,2.0,4.0,-3465.0,-6931.333333333333,-5798.5,-30.0,-30.0,-30.0,-6900.0,-14164.0,-14164.0,2.0,3.0,4.0,13447.661290322574,12702.7551724138,20521.68387096774,5880.3,5834.2,17382.3,26757.5,26598.2,27721.3,40.94794520547945,0,170449,0,0,0,10787,3.09,131,6261,0,5194.0,249312.0,1,0
2658,22021.0,22021.0,33032.0,82.0,81.0,112.0,11051.5,11051.0,16572.0,2.0,2.0,2.0,-4916.719999999999,-7361.2,-6680.599999999999,-14.6,-14.6,-14.6,-11900.0,-15200.0,-19500.0,5.0,3.0,6.0,20476.358064516124,20941.79677419355,29159.780000000017,17025.7,19507.3,19457.9,41594.7,41576.3,59526.9,26.484931506849314,1,170449,0,0,0,10787,3.09,131,6261,0,2768.0,66432.0,2,0
2668,4413.0,6620.0,4413.0,86.1,113.0,122.2,2233.0333333333333,3366.5,2267.6,3.0,2.0,2.0,-1646.0666666666666,-2303.65,-2478.65,-14.6,-14.6,-14.6,-4300.0,-5400.0,-6200.0,9.0,4.0,4.0,19504.60000000001,26587.54516129031,29224.706666666665,16155.9,21424.6,25204.0,24357.5,28044.6,31404.0,17.224657534246575,1,170449,0,0,0,10787,3.09,131,6261,0,1232.0,59136.0,1,0
2669,11494.0,11494.0,11494.0,128.9,108.9,59.4,5811.45,5801.45,6651.133333333334,2.0,2.0,3.0,-8100.0,-3300.0,0.0,-8100.0,-3300.0,0.0,-8100.0,-3300.0,0.0,1.0,1.0,0.0,32461.687096774214,27698.496666666684,16174.109677419356,28456.3,20153.4,200.0,39950.3,31647.4,20153.4,25.482191780821918,1,170449,0,0,0,10787,3.09,131,6261,0,1241.0,29784.0,2,0
2671,23.0,14300.0,11200.0,2.0,46.8,54.6,12.5,4798.466666666666,3769.7333333333336,2.0,3.0,3.0,-4066.5333333333333,-2440.08,-4249.9,-14.6,-0.4,-14.6,-9519.0,-9519.0,-9519.0,3.0,5.0,4.0,4751.777419354834,10768.413333333332,12224.093548387102,1569.9,-625.1,5065.4,13755.3,13755.3,17250.4,50.728767123287675,1,170449,0,0,0,10787,3.09,131,6261,0,4537.0,272220.0,1,1
2695,48282.0,44779.0,28038.0,294.5,281.4,126.5,29311.9,21917.48,14082.25,5.0,5.0,2.0,-18008.285714285714,-12011.6,-6739.5,-30.0,-30.0,-30.0,-41200.0,-39500.0,-13428.0,7.0,5.0,4.0,70249.45333333332,67972.91612903225,30215.645161290322,34967.4,20938.0,27189.5,148651.4,119144.0,52197.5,57.83561643835616,1,67298,71,19,10,8561,1.29,110,1127,0,2982.0,107352.0,1,0
2697,18910.0,18910.0,18910.0,135.7,135.6,130.0,6415.233333333334,9522.8,9520.0,3.0,2.0,2.0,-4228.65,-2982.92,-4403.65,-14.6,-14.6,-14.6,-7500.0,-7900.0,-6600.0,4.0,5.0,4.0,32458.335483870953,30378.886666666654,31867.280645161307,22201.7,16770.7,26059.9,41111.7,35680.7,44955.3,30.246575342465754,0,67298,71,19,10,8561,1.29,110,1127,0,8339.0,300204.0,1,0
2698,23914.0,23914.0,23914.0,129.7,123.6,137.7,12021.85,12018.8,12025.85,2.0,2.0,2.0,-3609.942857142857,-2767.085714285714,-3699.0666666666666,-14.6,-14.6,-14.6,-15200.0,-9900.0,-8022.0,7.0,7.0,9.0,31167.203333333317,29354.76451612902,32809.996428571416,25027.7,20959.7,25045.6,48941.7,44873.7,50313.6,50.29041095890411,0,67298,71,19,10,8561,1.29,110,1127,0,3986.0,239160.0,1,0
2699,37430.0,36391.0,24927.0,209.5,155.7,321.4,22686.833333333332,20166.899999999998,12624.2,3.0,3.0,2.0,-12553.9,-10412.6,-12403.9,-14.6,-14.6,-14.6,-33000.0,-19269.0,-31200.0,4.0,6.0,4.0,43607.18709677419,38403.09677419356,80454.79000000004,32362.0,25467.8,51231.1,69792.0,60336.8,100832.1,33.62191780821918,1,67298,71,19,10,8561,1.29,110,1127,0,3151.0,37812.0,1,0
2714,18908.0,18908.0,18908.0,148.1,116.1,134.1,9528.05,7908.033333333333,9521.05,2.0,3.0,2.0,-2878.7999999999997,-1547.9,-3323.225,-14.6,-14.6,-14.6,-7600.0,-3352.0,-8900.0,7.0,4.0,16.0,35463.76129032256,28275.171428571422,32580.038709677403,25696.2,15263.6,16621.1,44604.2,34287.8,45230.1,54.797260273972604,1,72541,66,26,10,8594,2.01,112,1525,0,6893.0,248148.0,1,0
2715,46716.0,18210.0,33792.0,359.8,333.1,335.8,21248.600000000002,9271.55,17809.56,3.0,2.0,5.0,-14176.514285714287,-7904.866666666666,-11242.92,-14.6,-14.6,-14.6,-61900.0,-17200.0,-19800.0,7.0,3.0,5.0,72406.19354838712,80053.89677419356,83859.04000000004,53506.8,70813.3,61680.1,89341.8,94513.3,106530.1,23.956164383561642,0,72541,66,26,10,8594,2.01,112,1525,0,8033.0,385584.0,2,0
2722,6920.0,7800.0,6920.0,80.2,74.8,89.3,3533.4,4931.599999999999,2969.7666666666664,3.0,3.0,3.0,-3042.5333333333333,-3009.2000000000003,-2271.9555555555553,-14.6,-14.6,-14.6,-4613.0,-4613.0,-4900.0,3.0,3.0,9.0,19123.287096774195,16658.27142857142,21113.916129032248,12686.0,11418.8,15957.1,23286.1,21813.6,26490.1,38.95890410958904,1,72541,66,26,10,8594,2.01,112,1525,0,4352.0,156672.0,1,0
2735,15029.0,15029.0,22544.0,152.3,142.3,106.0,7590.65,7585.65,11325.0,2.0,2.0,2.0,-15400.0,-10600.0,-11100.0,-15400.0,-10600.0,-11100.0,-15400.0,-10600.0,-11100.0,1.0,1.0,1.0,40925.139285714264,38581.44193548387,32738.1741935484,36413.7,32213.4,20663.4,51813.7,47242.4,43207.4,36.47671232876712,0,72541,66,26,10,8594,2.01,112,1525,0,2505.0,90180.0,1,0
2737,21502.0,32253.0,21502.0,124.6,171.6,102.5,7250.399999999999,10865.4,7250.466666666667,3.0,3.0,3.0,-4229.733333333334,-6162.92,-4904.866666666667,-14.6,-14.6,-14.6,-8700.0,-16800.0,-11300.0,9.0,5.0,3.0,29073.94193548385,41929.2806451613,35445.156666666684,21966.7,36736.1,26299.4,48019.7,68989.1,47801.4,37.38356164383562,1,72541,66,26,10,8594,2.01,112,1525,0,3584.0,215040.0,1,0
2738,24245.0,24245.0,24245.0,155.7,174.1,152.9,12200.35,12209.55,12198.95,2.0,2.0,2.0,-9393.9,-17800.0,-23500.0,-14.6,-17800.0,-23500.0,-27400.0,-17800.0,-23500.0,4.0,1.0,1.0,37159.46129032257,45069.30333333334,40650.72580645161,30407.6,37104.5,36206.6,64468.6,61349.5,60451.6,42.03013698630137,1,72541,66,26,10,8594,2.01,112,1525,0,3555.0,213300.0,1,0
2742,16463.0,16463.0,24694.5,111.7,93.1,127.0,5624.900000000001,6318.7,12410.75,3.0,3.0,2.0,-2919.8,-2595.96,-4763.92,-14.6,-14.6,-14.6,-5825.0,-8320.0,-13900.0,2.0,10.0,5.0,26936.15357142856,22352.16451612902,30303.98387096772,13628.1,9311.6,19629.7,30502.8,26471.2,44324.2,40.484931506849314,1,45714,52,10,5,8843,3.6,113,888,0,1756.0,84288.0,1,0
2758,32239.0,306.7,45255.0,229.4,306.7,250.0,17601.8,306.7,25590.0,3.0,1.0,3.0,-6828.65,-10620.4,-11271.533333333333,-14.6,-14.6,-14.6,-14100.0,-23800.0,-27600.0,4.0,4.0,3.0,54194.62258064516,73400.06999999996,56843.980645161304,32155.5,45063.4,38375.1,70846.3,87530.4,87530.4,30.232876712328768,1,45714,52,10,5,8843,3.6,113,888,0,7249.0,347952.0,1,0
2763,8039.0,44352.0,40666.0,347.0,370.0,308.5,4193.0,25327.25,20487.25,2.0,4.0,2.0,-12671.533333333333,-24253.65,-8938.199999999999,-14.6,-14.6,-14.6,-32800.0,-52600.0,-22300.0,3.0,4.0,3.0,81031.97999999995,88794.23870967746,72686.8633333333,60640.4,66701.1,45347.2,93440.4,111101.1,86307.1,57.78082191780822,0,45714,52,10,5,8843,3.6,113,888,0,3703.0,222180.0,1,1
2771,8014.0,8014.0,11300.0,138.6,106.8,46.4,4076.3,3073.6,6453.466666666667,2.0,3.0,3.0,-1800.0,0.0,0.0,-1800.0,0.0,0.0,-1800.0,0.0,0.0,1.0,0.0,0.0,34382.75333333332,26948.42580645162,13144.14193548387,29581.2,20360.4,1000.0,37595.2,29581.2,20360.4,24.545205479452054,1,45714,52,10,5,8843,3.6,113,888,0,728.0,26208.0,1,0
2772,11012.0,16518.0,11012.0,89.8,90.5,90.6,5550.9,8304.25,5551.3,2.0,2.0,2.0,-2389.6,-2186.266666666667,-2387.52,-14.6,-14.6,-14.6,-4300.0,-3575.0,-4800.0,6.0,6.0,5.0,21550.983870967742,21760.713333333333,21492.725806451614,14974.5,11603.5,16618.5,25986.5,28121.5,27630.5,17.424657534246574,1,45714,52,10,5,8843,3.6,113,888,0,1633.0,97980.0,1,0
2773,43656.0,39344.0,24990.0,287.4,198.2,192.4,19770.14,13275.033333333333,11970.349999999999,5.0,3.0,6.0,-13857.800000000001,-7000.657142857142,-7880.92,-14.6,-14.6,-14.6,-34500.0,-18900.0,-25200.0,7.0,7.0,5.0,85512.34516129036,68162.65000000004,66857.48709677423,45242.6,39322.1,54079.6,114833.6,88312.1,88312.1,33.73424657534247,1,45714,52,10,5,8843,3.6,113,888,0,6951.0,417060.0,2,0
2775,20529.0,20529.0,20529.0,50.7,91.4,98.0,5496.42,5202.000000000001,4655.16,5.0,4.0,5.0,-6497.15,-5301.5199999999995,-7347.719999999999,-14.6,-14.6,-14.6,-14274.0,-15178.0,-22239.0,4.0,5.0,5.0,13440.286666666661,32927.44838709679,30635.254838709705,871.3,15159.9,20512.8,16638.7,41373.9,54836.8,29.545205479452054,0,45714,52,10,5,8843,3.6,113,888,0,3422.0,82128.0,1,0
2791,3300.0,5800.0,9900.0,3300.0,5800.0,9900.0,3300.0,5800.0,9900.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18010.0,13058.064516129032,4400.0,16800.0,11000.0,1100.0,20100.0,16800.0,11000.0,45.986301369863014,1,94812,15,13,8,9650,3.67,100,2804,0,8033.0,96396.0,1,1
2831,111.3,33372.0,11800.0,111.3,76.9,53.7,111.3,16359.725,5926.85,1.0,4.0,2.0,-2566.6666666666665,-7391.733333333334,-9011.0,-100.0,-0.4,-100.0,-5900.0,-15260.0,-17922.0,3.0,6.0,2.0,25410.006451612917,21781.49666666668,8876.593548387102,23799.9,-566.6,-1442.3,31400.3,43683.4,16479.7,19.2,1,51313,34,12,3,8930,4.2,108,1452,0,4557.0,164052.0,1,1
2832,48199.0,48199.0,72298.0,211.6,183.8,201.4,24205.3,24191.4,36249.7,2.0,2.0,2.0,-7011.0,-7723.0,-10540.555555555555,-30.0,-30.0,-30.0,-11994.0,-14314.0,-35000.0,4.0,6.0,9.0,50728.220689655194,43665.22903225809,49978.39677419353,26832.1,25107.3,28835.9,75031.1,73306.3,114155.9,42.676712328767124,1,51313,34,12,3,8930,4.2,108,1452,0,5633.0,202788.0,1,0
2853,24901.0,212.2,23696.0,210.4,212.2,220.8,12555.7,212.2,11958.4,2.0,1.0,2.0,-8700.0,-17400.0,-32700.0,-8700.0,-17400.0,-32700.0,-8700.0,-17400.0,-32700.0,1.0,1.0,1.0,40598.54516129032,37676.17741935486,54607.526666666665,25252.5,33740.3,50919.5,50363.9,51140.3,83619.5,37.69315068493151,1,51313,34,12,3,8930,4.2,108,1452,0,3017.0,72408.0,1,1
2854,12368.0,12368.0,12368.0,124.1,141.4,131.3,6246.05,4369.8,6249.65,2.0,3.0,2.0,-3703.65,-3303.65,-3053.65,-14.6,-14.6,-14.6,-7200.0,-5000.0,-5200.0,4.0,4.0,4.0,34951.64666666665,33545.051612903204,31342.289999999997,26771.6,24708.7,23824.0,41571.6,37076.7,36192.0,16.252054794520546,1,51313,34,12,3,8930,4.2,108,1452,0,3057.0,36684.0,1,0
2855,10491.0,16506.0,39245.0,255.6,308.4,315.5,5373.3,10724.1,23899.125,2.0,4.0,4.0,-9249.714285714286,-6954.0,-16423.2,-30.0,-30.0,-30.0,-14153.0,-13386.0,-37300.0,7.0,4.0,5.0,60991.219999999965,79453.21612903228,75055.46666666665,43275.7,54636.3,52255.7,97502.7,119436.7,119436.7,25.197260273972603,1,51313,34,12,3,8930,4.2,108,1452,0,4363.0,104712.0,2,0
2882,40614.0,27076.0,27076.0,316.8,252.2,180.9,20465.4,13664.1,13628.45,2.0,2.0,2.0,-22100.0,-16300.0,-1100.0,-22100.0,-16300.0,-1100.0,-22100.0,-16300.0,-1100.0,1.0,1.0,1.0,68784.29333333333,55884.32258064518,43108.530000000006,42932.0,37703.8,26746.9,83862.8,65032.0,54003.8,38.964383561643835,1,105058,32,19,7,9272,3.22,118,4505,0,4513.0,162468.0,2,0
2903,9924.0,9924.0,14886.0,83.4,90.9,98.5,4876.85,5007.45,6828.166666666667,4.0,2.0,3.0,-4349.9,-3854.9,-3574.9,-14.6,-14.6,-14.6,-8900.0,-9800.0,-8200.0,4.0,4.0,4.0,20768.09032258065,21863.63870967742,24296.76333333332,15597.8,17882.5,17178.6,32982.8,32687.5,37564.6,33.42465753424658,0,105058,32,19,7,9272,3.22,118,4505,0,7318.0,87816.0,2,0
2905,14009.0,14009.0,14009.0,69.4,76.4,89.1,4727.566666666667,4726.2,3647.375,3.0,3.0,4.0,-2825.6,-2675.6,-1925.6000000000001,-14.6,-14.6,-14.6,-9264.0,-9264.0,-9264.0,6.0,6.0,6.0,20714.258064516143,23241.663333333334,22523.225806451603,16700.0,19316.0,16291.1,33460.9,35336.0,30300.1,32.945205479452056,1,105058,32,19,7,9272,3.22,118,4505,0,334.0,16032.0,1,0
2906,12025.0,12025.0,12025.0,169.5,151.6,114.8,6097.25,6088.3,6313.266666666666,2.0,2.0,3.0,-2232.25,-1832.25,-1943.0,-30.0,-30.0,-30.0,-3799.0,-3799.0,-3799.0,4.0,4.0,3.0,40377.65,36372.30322580646,31914.187096774196,33930.4,28482.8,17772.0,45955.4,40507.8,41921.0,39.29041095890411,0,105058,32,19,7,9272,3.22,118,4505,0,2004.0,48096.0,1,0
2923,67.9,126.3,44024.0,67.9,126.3,89.6,67.9,126.3,22056.8,1.0,1.0,2.0,-1349.1000000000001,-2127.8,-4256.371428571429,-14.6,-14.6,-14.6,-3359.0,-6300.0,-21100.0,6.0,7.0,7.0,16319.90000000001,30315.263333333314,21500.35161290323,13766.4,21734.7,13615.7,21861.0,36629.3,57639.7,17.383561643835616,0,133777,24,17,7,8705,7.61,116,4859,0,1930.0,46320.0,1,0
2926,15721.0,15721.0,15721.0,135.9,146.0,113.8,7928.45,7933.5,6111.599999999999,2.0,2.0,3.0,-3415.65,-3990.65,-2687.5333333333333,-14.6,-14.6,-14.6,-6448.0,-7500.0,-6448.0,4.0,4.0,3.0,35358.88333333332,34777.01612903227,25500.49032258065,26967.1,26962.8,18705.1,42688.1,42683.8,28977.4,44.64931506849315,1,133777,24,17,7,8705,7.61,116,4859,0,1496.0,17952.0,1,0
2950,31937.0,47085.0,37885.0,310.5,112.0,150.7,17922.5,19536.0,19488.283333333333,5.0,4.0,6.0,-11563.228571428572,-6253.719999999999,-14609.514285714287,-14.6,-14.6,-14.6,-19500.0,-12154.0,-47600.0,7.0,5.0,7.0,72700.5866666667,26570.274193548394,33917.06333333331,47010.1,13171.8,15553.3,92364.1,77091.7,54848.7,49.397260273972606,1,133777,24,17,7,8705,7.61,116,4859,0,6490.0,155760.0,1,0
2960,5300.0,20172.0,29279.0,90.3,164.9,97.2,2695.15,10168.45,14688.1,2.0,2.0,2.0,-4763.533333333334,-6578.12,-3447.65,-14.6,-14.6,-14.6,-7900.0,-12200.0,-6376.0,3.0,5.0,4.0,15287.529032258057,35969.019354838725,21970.719999999998,11897.6,26527.4,13565.8,36173.6,46699.4,38727.4,57.80821917808219,0,125236,28,11,1,9675,7.68,100,5190,0,5228.0,125472.0,1,0
2969,31658.0,148.9,12291.0,193.2,148.9,209.1,15925.6,148.9,6250.05,2.0,1.0,2.0,-3800.0,-5300.0,-8800.0,-3800.0,-5300.0,-8800.0,-3800.0,-5300.0,-8800.0,1.0,1.0,1.0,43203.114285714284,32712.516129032243,38254.51935483872,27005.0,30656.1,32255.9,58856.2,35956.1,44546.9,50.12876712328767,0,125236,28,11,1,9675,7.68,100,5190,0,3874.0,185952.0,1,0
2975,33735.0,33735.0,50602.0,106.9,125.3,201.3,16920.95,16930.15,25401.65,2.0,2.0,2.0,-7103.65,-6989.325,-11928.65,-14.6,-14.6,-14.6,-18200.0,-29700.0,-34700.0,4.0,8.0,4.0,28331.79642857143,30017.500000000022,53257.3483870968,20148.5,20037.8,39114.1,47283.5,71437.8,89716.1,61.24109589041096,0,125236,28,11,1,9675,7.68,100,5190,0,5622.0,67464.0,1,0
2981,5200.0,4125.0,4500.0,106.3,95.5,76.5,3143.7666666666664,2106.8333333333335,2900.5,3.0,3.0,3.0,-1272.92,-572.92,-527.4333333333333,-14.6,-14.6,-14.6,-3600.0,-1514.0,-1514.0,5.0,5.0,6.0,26313.389999999996,23992.49032258065,19494.278571428575,22468.2,21237.3,15700.5,28818.2,25362.3,21575.5,46.88493150684931,0,125236,28,11,1,9675,7.68,100,5190,0,304.0,10944.0,1,0
2983,20262.0,13508.0,13508.0,192.6,187.9,187.7,10227.3,6847.95,6847.85,2.0,2.0,2.0,-2669.371428571428,-2069.3714285714286,-2257.12,-14.6,-14.6,-14.6,-4700.0,-4205.0,-4205.0,7.0,7.0,5.0,45908.29677419352,44847.743333333325,44688.770967741955,38106.2,39995.9,39185.8,56502.2,51637.9,50827.8,32.821917808219176,1,125236,28,11,1,9675,7.68,100,5190,0,1842.0,22104.0,1,0
2985,33735.0,33735.0,50602.0,157.1,139.5,203.9,16946.05,16937.25,25402.95,2.0,2.0,2.0,-6778.65,-6989.325,-11603.65,-14.6,-14.6,-14.6,-18200.0,-29700.0,-34700.0,4.0,8.0,4.0,39040.25357142855,33446.88064516132,53914.67096774193,23999.3,23859.8,41648.1,57719.7,75259.8,92235.5,61.24109589041096,0,125236,28,11,1,9675,7.68,100,5190,0,5622.0,67464.0,1,0
